,href,title,description,location,tags,upd,comm,supp,rewards_num,money,rate,days,status
883,https://www.crowdfunder.co.uk/project-dream-job,L&L Mascots - Bringing my dream job to life!!,"To cultivate and expand my passion for party planning, supplying families with mascots, bouncy castles & party supplies for every occasion!","Manchester, Greater Manchester, United Kingdom",['Entertainment'],0,10,21,2,10000,0.01,null,funding
884,https://www.crowdfunder.co.uk/abdul-rafi-hassan,Abdul-Rafi Hassan,"Assalamu alaikum! During the blessed month of Ramadan, Abdul-Rafi Hassan has been challenged to memorise the 99 names of Allah, Most High.",null,"['Community', 'Sports']",0,3,8,0,500,0.36,null,funding
885,https://www.crowdfunder.co.uk/winkleigh,The Winkleigh Primary School Fundraiser,To support the mental and physical health of the pupils by hosting an inspirational workshop.,"Winkleigh, Devon, United Kingdom","['Community', 'Sports']",0,6,11,0,1000,0.18,null,funding
886,https://www.crowdfunder.co.uk/gardiners-gifts,Gardiner’s Gift’s,To open a shop that has a range of sweets and candy treats for all occasions but at affordable price.,"Portsmouth, United Kingdom","['Food and Drink', 'Charities']",0,2,5,1,750,0.24,null,funding
887,https://www.crowdfunder.co.uk/sailors-creek-cic-core-projects,Sailors Creek CIC - Support Our Core Projects,Our core aims as a CIC are to clear up Sailors Creek and establish a food forest with and for the local community around the Penryn River.,"Falmouth, Cornwall, United Kingdom","['Community', 'Environment']",0,1,4,8,5000,0.03,null,funding
888,https://www.crowdfunder.co.uk/dart-netball-tour-2023,Dart Netball Club tour 2023,Hi!We are an U14 netball team and we’re raising money to go on a netball tour to Butlins this summer by doing 12 hours of Plank between us!,"Totnes, Devon, United Kingdom","['Community', 'Sports']",5,7,10,0,1200,0.16,null,funding
889,https://www.crowdfunder.co.uk/kevins-charity-cycle-to-paris,Kevin’s Charity Cycle to Paris Fundraiser,"On the 8th of June, I will cycle from London to Paris with Air Partner in aid of 3 amazing cancer charities.",null,['Charities'],0,4,5,0,1000,0.18,null,funding
890,https://www.crowdfunder.co.uk/storiesinthestones,Stories in the Stones: Empowering Theatremakers,'Stories in the Stones' is our next mission in devising amazing Theatre with Fresh Creatives. Empowering performers to own their stories!,"Reading, Berkshire, United Kingdom","['Film and Theatre', 'Creative & Arts']",0,5,7,3,700,0.25,null,funding
891,https://www.crowdfunder.co.uk/london-to-paris-charity-bike-ride,Lewis' Charity Cycle to Paris Fundraiser,"On the 8th of June, I will cycle from London Gatwick to Paris with Air Partner in aid of 3 amazing cancer charities.",null,['Charities'],0,4,7,0,300,0.58,null,funding
892,https://www.crowdfunder.co.uk/redhill,The Red Hill Primary School Fundraiser,To support the mental and physical health of the pupils by hosting an inspirational workshop.,"Chislehurst, Greater London, United Kingdom","['Community', 'Sports']",0,6,8,0,1000,0.17,null,funding
893,https://www.crowdfunder.co.uk/internal-abyss-2023-short-film,Internal Abyss (2023) Short Film,"FINAL RELEASE! With over half of tickets sold - Join us on the 27th May 2023 at the premiere of Internal Abyss (2023) in Penrith, Cumbria","Alston, Cumbria, United Kingdom","['Film and Theatre', 'Creative & Arts']",0,1,5,2,400,0.43,null,funding
894,https://www.crowdfunder.co.uk/haadi-quddos,Haadi Quddos,"Assalamu alaikum! During the blessed month of Ramadan, Haadi Quddos has been challenged to memorise the 99 names of Allah, Most High.",null,"['Community', 'Sports']",0,5,6,0,500,0.34,null,funding
895,https://www.crowdfunder.co.uk/maddyhollick-underwater-hockey-world-championships,Underwater Hockey World Championships,"I'm fundraising to help cover the costs of travel, accommodation, fees, GB kit and underwater hockey kit for the world championships.","London, England, United Kingdom",['Personal Causes'],0,2,3,0,170,null,28,funding
896,https://www.crowdfunder.co.uk/signed-man-united-football,Signed Man United football,I'm running this prize draw to raise money for Wyrley Rangers U10’s to support the purchase of new equipment ahead of their next season.,"Great Wyrley, Staffordshire, United Kingdom",['Sports'],0,2,11,12,500,0.36,null,funding
897,https://www.crowdfunder.co.uk/account-hackney,Account Hackney,Our aim is to raise money to help sustain the works that account Hackney has currently been doing as we make the move to become independent.,"London, Greater London, United Kingdom","['Community', 'Music']",0,1,4,0,5000,0.03,null,funding
898,https://www.crowdfunder.co.uk/purpose-built-disability-sport-centre,Purpose Built Disability Sport Centre,Purpose built sports and health centre that equally accommodates disability and mainstream. Safe space and opportunities for local community,"West Lothian, United Kingdom","['Community', 'Sports']",0,4,5,0,200000,0.0,null,funding
899,https://www.crowdfunder.co.uk/fellowshipofthetrees,Community Tree Nursery Collaborative,To continue to run the CTNC project from May we need to raise atleast  1000 by the end of April.,"Witney, Oxfordshire, United Kingdom","['Community', 'Environment']",2,3,12,0,5000,0.03,null,funding
900,https://www.crowdfunder.co.uk/malvern-wells-primary-school---egg-experience,Malvern Wells Primary School - Egg Experience,"""Please help us buy chicks"" Boy, Aged 5 We are desperate to raise enough funds to purchase an egg hatching experience.","Malvern, England, United Kingdom",['Personal Causes'],0,4,14,0,169,null,28,funding
901,https://www.crowdfunder.co.uk/ramadan-food-day-2023-1,Ramadan Food Day 2023,Project Aim to support reduce global hunger.,null,['Community'],0,3,7,0,null,null,null,funding
902,https://www.crowdfunder.co.uk/awp-pynes-hill-charity-easter-egg-hunt,Pynes Hill Easter Egg Hunt,"Weʼre raising £500 to donate to Love Her Wild, British Red Cross & Dartmoor Search & Rescue.","Exeter, England, United Kingdom",['Personal Causes'],0,4,22,0,165,null,28,funding
903,https://www.crowdfunder.co.uk/help-the-stealers-go-on-tour-and-get-merch,Help The Stealers Go On Tour and Get Merch!,We are Crowdfunding to raise extra money to help us afford to go on tour and help us get some new merch ready in time before our tour starts,"Brighton, England, United Kingdom",['Personal Causes'],0,2,5,0,165,null,28,funding
904,https://www.crowdfunder.co.uk/ians-cancer-charity-cycle-ride,Ian's Cancer Charity Cycle Ride,On 8th June I will be cycling London Gatwick to Paris for Cancer Charities in memory of my Dad and 3 work colleagues we lost last Year.,null,['Charities'],0,4,6,0,500,0.53,null,funding
905,https://www.crowdfunder.co.uk/green-horse-on-tour-2023-cycling-over-3500-miles,Green Horse On Tour 2023,I am aiming to cycle in excess of 3500 miles in 2023 asking for you to sponsor my efforts to benefit 3 community projects,"Christchurch, Dorset, United Kingdom",['Community'],0,7,9,0,1500,0.14,null,funding
906,https://www.crowdfunder.co.uk/support-sasha-skochilenko,Support Sasha Skochilenko,To pay for Sasha Skochilnko’s expenses for a lawyer and medical needs. She is currently imprisoned for her anti-war activism in Russia.,"London, Greater London, United Kingdom","['Community', 'Personal Causes']",0,0,6,0,2000,0.08,null,funding
907,https://www.crowdfunder.co.uk/a-survivor,Advise for Victims of Child Abuse,The aim of this fundraiser is to speak out and hopefully touch base with others who can set time aside to mentor and guide care leavers.,"Liverpool, England, United Kingdom",['Personal Causes'],0,3,7,0,3000,0.06,null,funding
908,https://www.crowdfunder.co.uk/mobile-studio-equipment-fund-raiser,Mobile studio Equipment fund raiser,to kit out the rewind show mobile studio with the necessary equipment to be able to travel across the Uk bringing the tiktok show to you :),"Birmingham, England, United Kingdom",['Personal Causes'],0,5,5,0,1500,0.13,null,funding
909,https://www.crowdfunder.co.uk/master-swimmers-run-the-belfast-marathon-2,Master Swimmers run the Belfast Marathon,"Christine, Clare, Jo, Megan & Ramune are running the Belfast Marathon relay to support the sustainability and growth of Leander swim club",null,"['Community', 'Sports']",0,5,5,0,1000,0.19,null,funding
910,https://www.crowdfunder.co.uk/ryans-swim-and-bike-ride,Ryan’s swim and bike ride,To find a much needed new pitch that will last years to come and keep the club going.,null,"['Sports', 'Community']",0,10,13,26,150,1.4,null,funding
911,https://www.crowdfunder.co.uk/chairlift-1,Help us pay for a chairlift at the Centre!,At last we have the chance to get a chairlift up to the first floor of the Amethyst Centre! Help us pay for it!,"Coventry, West Midlands, United Kingdom",['Health & fitness'],0,3,7,2,2000,0.08,null,funding
912,https://www.crowdfunder.co.uk/photographing-flowers-in-ukraine-camera-equipment,Sending a camera to Ukraine,"Gardeners helping gardeners. Alla's gorgeous photography is limited by access to equipment, as well as war.","Taunton, England, United Kingdom",['Personal Causes'],0,4,5,0,1000,0.16,null,funding
913,https://www.crowdfunder.co.uk/funds-and-hiking-for-mission-in-action-on-my-birthday,Hiking Mt.Kilimanjaro and Birthday celebration.,"This year's birthday we are hiking, celebrating, and fundraising for Mission in Action (MIA). https://www.missioninaction.com.au/","Birmingham, England, United Kingdom",['Personal Causes'],0,5,4,0,2000,0.09,null,funding
914,https://www.crowdfunder.co.uk/hadrians-wall-for-blgc-the-rmc,Hadrians Wall for BLGC & The RMC,Walk the 84 mile Hadrians Wall route over 3 days to raise money for Bolton Lads & Girls Club and The Royal Marines Charity.,"Barnsley, South Yorkshire, United Kingdom",['Community'],0,5,8,0,2500,0.06,null,funding
915,https://www.crowdfunder.co.uk/queer-folio-angels,Queer Folio Angels,Queer Folio - a fabulous new collection of creative responses by the LGBTQ+ community to Shakespeare's First Folio.,"Derby, United Kingdom","['Film and Theatre', 'Creative & Arts']",0,3,4,0,2000,0.08,null,funding
916,https://www.crowdfunder.co.uk/floodlights-2,Floodlights,We are a local Football Club who have various teams playing and need to replace our Floodlights or we will not be able .  WE NEED YOUR HELP!,"Welby, England, United Kingdom",['Sports'],0,3,9,0,20000,0.0,null,funding
917,https://www.crowdfunder.co.uk/stveronicas,The St Veronica's RC Primary School Fundraiser,To support the mental and physical health of the pupils by hosting an inspirational workshop.,"Rossendale, Lancashire, United Kingdom","['Community', 'Sports']",0,5,10,0,1000,0.17,null,funding
918,https://www.crowdfunder.co.uk/the-griffins-run-from-polhill-to-zagreb,The Griffins Run From Polhill To Zagreb,We as a club are looking to raise money for ourselves and Willen Hospice! It is a charity very close to the hearts of the club!,"Bedford, England, United Kingdom",['Sports'],0,5,14,2,null,null,null,funding
919,https://www.crowdfunder.co.uk/get-fit-to-fix-our-nets,GET FIT TO FIX OUR NETS,"Hi everyone, I am a coach at Liverpool CC. Our Nets at the club are in dire need of an upgrade. Any Donations would be appreciated Thank you",null,"['Community', 'Sports']",0,7,21,24,20000,0.0,null,funding
920,https://www.crowdfunder.co.uk/ecoswap-cic-post-break-in,EcoSwap C.I.C Post-Break in.,"As most know, we were broken into in January this year. We are hoping to recoup some of the money that was stolen from us.","Bognor Regis, West Sussex, United Kingdom","['Food and Drink', 'Community']",0,1,5,0,700,0.22,null,funding
921,https://www.crowdfunder.co.uk/children-affected-by-the-2023-earthquake-in-turkey,CHILDREN AFFECTED BY THE 2023 EARTHQUAKE IN TURKEY,"We are here to raise funds for the thousands of children who have been displaced, orphaned and severely injured by the 2023 earthquake.","London, England, United Kingdom",['Personal Causes'],0,2,4,0,10000,0.01,null,funding
922,https://www.crowdfunder.co.uk/sweetindulgentcakes,Sweet Indulgent Cakes StartUp,The aim of this little crowdfunding is to help me buy equipment and supplies for my new cake studio in Berkshire.,"Reading, Berkshire, United Kingdom","['Food and Drink', 'Community']",0,6,7,6,1000,0.26,null,funding
923,https://www.crowdfunder.co.uk/sustainable-show-garden,A sustainable show garden to inspire and educate,We need gardens rich in wildlife and adaptable to climate change. Please help me to demonstrate how this can be achieved.,"Warminster, Wiltshire, United Kingdom",['Environment'],0,3,5,5,750,0.24,null,funding
924,https://www.crowdfunder.co.uk/fundraising-for-new-dresses,Fundraising for new dresses,Our girls will be taking part in a sponsored dance to help raise money for new dresses.,"Crewe, Cheshire East, United Kingdom","['Community', 'Sports']",0,14,24,0,1000,1.29,null,funding
925,https://www.crowdfunder.co.uk/sponsored-walk---lions-club,Sponsored Walk - Lions Club,I am raising funds to provide clean drinking water in Kenya by the construction of wells in drought ridden areas. Also for Diabetes UK.,"Ilford, England, United Kingdom",['Personal Causes'],0,4,8,0,500,0.3,null,funding
926,https://www.crowdfunder.co.uk/schtum-events-raising-funds-for-a-critical-bleed-kit-cabinet,Raising funds for a critical bleed kit cabinet,Our aim is to raise enough money to have a critical bleed kit cabinet installed at the yards in Kettering so the community has 24hr access,"Kettering, Northamptonshire, United Kingdom",['Community'],0,4,7,0,550,0.27,null,funding
927,https://www.crowdfunder.co.uk/egremont-abc-1,Egremont Abc,Raise funds for Egremont amateur boxing club.,"Egremont, Cumbria, United Kingdom","['Community', 'Sports']",0,6,7,0,170,null,28,funding
928,https://www.crowdfunder.co.uk/plymouth-local-election-independent-candidate,Plymouth Local Election Independent Candidate,"I am trying to raise £500 to cover the costs of my flyers, as I stand as a PIA Independent candidate on May 4th in Plymouth local elections","Plymouth, United Kingdom","['Politics', 'Personal Causes']",0,3,6,0,500,0.3,null,funding
929,https://www.crowdfunder.co.uk/funds-to-record-an-4-track-ep-and-press-cds-etc,Funds to record an 4 track EP and press CDs,We need some help to get a professional EP made. The funds will cover the cost for the studio and getting the 1st batch of CDs/Vinyl pressed,"Maidenhead, England, United Kingdom",['Personal Causes'],0,6,4,0,5000,0.03,null,funding
930,https://www.crowdfunder.co.uk/100-mile-run-in-10-days,100 mile running challenge,PLEASE READ ALL100 mile run over 10 days* (if I can do more miles in a day it’ll be less) will be using strava so people know it’s done!...,"Poole, England, United Kingdom",['Charities'],0,19,24,0,305,null,28,funding
931,https://www.crowdfunder.co.uk/donations-to-help-project-zulu,Donations to help Project Zulu,Project Zulu is an organisation that works in partnership with South African township schools to support their staff and students.,"Bristol, England, United Kingdom",['Personal Causes'],0,3,8,0,110,1.36,null,funding
932,https://www.crowdfunder.co.uk/shine-steel-band-dartmouth,"Shine Steel Band, Dartmouth","Shine Steel Band offers an exciting new musical activity that everyone within the local area of Dartmouth can join, embrace and enjoy!","Dartmouth, Devon, United Kingdom","['Music', 'Community']",0,1,6,1,4000,0.03,null,funding
933,https://www.crowdfunder.co.uk/give-us-a-lift,Give us a lift,We are fundraising to get our lift repaired so people who can't use stairs can take part in our workshops and access the quiet room.,"Cleethorpes, North East Lincolnshire, United Kingdom","['Community', 'Creative & Arts']",0,2,15,2,4000,0.03,null,funding
934,https://www.crowdfunder.co.uk/get-up-give-back-2023---hike-against-hunger-10,Get Up Give Back 2023 - Hike Against Hunger,"Our aim is to raise £127,264 in only 12 weeks! We'll be pushing ourselves physically & mentally, raising funds for food. #HikeAgainstHunger.",null,['Charities'],0,4,4,0,127264,0.0,null,funding
935,https://www.crowdfunder.co.uk/rescue-street-cats,Rescue Street Cats,"There is a street cat that doesn't have 2 legs and had to have hernia surgery in Istanbul, the cost is 1200 GBP and we need support","London, Greater London, United Kingdom",['Charities'],0,1,8,0,1200,0.12,null,funding
936,https://www.crowdfunder.co.uk/digital-inclusion-keighley,Digital Inclusion in Keighley,"The project will provide access to technology and digital skills to people in our community, to ensure that everyone has equal opportunities","Keighley, England, United Kingdom","['Community', 'Technology']",0,2,7,0,5000,0.03,null,funding
937,https://www.crowdfunder.co.uk/air-partner---cycle-to-work-day,Air Partner - Cycle to Work day,All Air Partner staff members are invited to join us for a fun and healthy start to the day by cycling to work on Wednesday 19th April.,null,['Charities'],0,0,10,0,1000,0.15,null,funding
938,https://www.crowdfunder.co.uk/project-edward,Project EDWARD (Every Day Without A Road Death),We are looking to build the UK's largest platform for showcasing best practices in road safety to help raise awareness and reduce casualties,United Kingdom,"['Community', 'Environment']",0,0,3,2,34999,0.0,null,funding
939,https://www.crowdfunder.co.uk/pandemonium---the-musical,'Pandemonium' - The Musical,Welcome to ' Pandemonium! '  - Help us present a brand new piece of Musical Theatre at this Year's Ed-Fringe! A Musical like no other !!!,"Liverpool, Merseyside, United Kingdom","['Venue', 'Performer']",1,3,3,4,1000,0.15,null,funding
940,https://www.crowdfunder.co.uk/ebcc-artificial-pitch,Emmbrook & Bearwood Cricket Club artificial pitch,Support Emmbrook and Bearwood Cricket Club to raise funds for an artificial  pitch so we can play even MORE cricket!,"Wokingham, Berkshire, United Kingdom","['Community', 'Sports']",0,4,4,0,5000,0.03,null,funding
941,https://www.crowdfunder.co.uk/st-dunstans-blindveterans,St Dunstans,I am looking for financial support in order to cover projected legal costs in fighting for the return of our ancestral home St Dunstans.,"Hassocks, West Sussex, United Kingdom",['Charities'],0,0,1,0,400000,0.0,null,funding
942,https://www.crowdfunder.co.uk/writing-and-speaking-for-evangelical-free-speech,Encouraging Unashamedly Christian Free Speech,Supporting my family after unjust dismissal from lecturing job; planning/writing new projects in shamelessly Biblical theological education.,"Hope Valley, England, United Kingdom",['Personal Causes'],1,197,391,0,60000,0.67,null,funding
943,https://www.crowdfunder.co.uk/human-nature-connect-eco-artist-residencies-2023,Human-Nature Connect Eco Artist Residencies 2023,"Join Human-Nature Connect residencies for artists & (eco)somatic practitioners supporting wellbeing, creativity, nature and climate action.","London, England, United Kingdom","['Environment', 'Community']",0,23,86,15,50000,0.79,null,funding
944,https://www.crowdfunder.co.uk/wirksworth-community-wildlife-space,Wirksworth Community Wildlife Space,Last few days!! Want to help create Wirksworth's new Community Wildlife Space?,"Matlock, Derbyshire, United Kingdom","['Community', 'Environment']",6,47,126,5,45000,0.74,null,funding
945,https://www.crowdfunder.co.uk/brassica-forno-bridport,Brassica Forno - Bridport,"Opening Brassica Forno in Bridport - selling arancini, pizza a taglio, pastries, hot food takeaway & Brassica Handmade Meals.","Bridport, Dorset, United Kingdom","['Food and Drink', 'Retail']",3,111,250,13,35000,1.32,null,funding
946,https://www.crowdfunder.co.uk/harrogate-cc-nets,Harrogate Cricket Club - New Nets!,"Harrogate CC has over 150 boys & girls playing cricket and 5 senior teams, BUT only TWO tired cricket nets! We need to build new nets ASAP!!","Harrogate, North Yorkshire, United Kingdom","['Community', 'Sports']",0,50,210,8,30000,1.01,null,funding
947,https://www.crowdfunder.co.uk/walkforwildlife2,It's Time To Walk For Wildlife Again,We need your help to fund a peaceful walk in London so we can send a message to 10 Downing Street: STOP the #AttackOnNature,"London, Greater London, United Kingdom",['Environment'],2,167,465,3,50000,0.59,null,funding
948,https://www.crowdfunder.co.uk/the-hubb-1444,The Hubb,Help the Hubb raise money for new premises  so we can facilitate and deliver further projects and initiatives,null,"['Community', 'Sports']",0,28,385,0,50000,0.54,null,funding
949,https://www.crowdfunder.co.uk/keep-the-lights-on,Keep the Lights on!,Upgrade LED floodlights across the site and start project to install Solar Panels at New Lane to help us to become sustainable for members.,"York, England, United Kingdom","['Community', 'Sports']",5,52,210,44,null,null,null,funding
950,https://www.crowdfunder.co.uk/homegrown-plus-1,HomeGrown Plus,An opportunity to send 10 Architectural students from the global majority for 9 days to NYC for a life-changing experience.,"London, Greater London, United Kingdom","['Community', 'Creative & Arts']",0,0,1,5,45000,0.55,null,funding
951,https://www.crowdfunder.co.uk/ross-revenge-dry-docking,Ross Revenge Dry Dock Appeal,Ross Revenge needs to go into dry dock for surveys and repairs. WE NEED YOUR HELP to ensure the future of this historic vessel.,"Maldon, Essex, United Kingdom","['Community', 'Schools']",0,246,421,3,150000,0.16,null,funding
952,https://www.crowdfunder.co.uk/wtchc-pitch-refurbishment,WTCHC Hockey Pitch Refurbishment,"Help WTCHC raise funds to complete refurbishment work of the astroturf pitch - a new playing surface, fence, lights and spectators' area",null,"['Sports', 'Community']",1,17,344,26,30000,0.78,null,funding
953,https://www.crowdfunder.co.uk/beccsbigbuild,Beccs Big Build,"The Beccs Big Build project aims to build new changing rooms, install disabled access facilities, and upgrade the clubhouse's social space.",null,"['Community', 'Sports']",5,18,122,44,50000,1.17,null,funding
954,https://www.crowdfunder.co.uk/seenaryo-2023,Stand with youth in Lebanon & Jordan this Ramadan,Donate to Seenaryo and help us equip young people with the vital skills they need to transform the future of the Arab region,Lebanon,"['Creative & Arts', 'Charities']",0,17,47,6,40000,0.71,null,funding
955,https://www.crowdfunder.co.uk/vandals-cricket-centenary-nets-project,Weybridge Vandals Cricket Centenary Nets Project,"We are raising funds for a two lane fixed net system at Weybridge Vandals, ready for the cricket club's centenary season!","Walton-on-Thames, Surrey, United Kingdom","['Community', 'Sports']",2,52,118,17,25000,1.16,null,funding
956,https://www.crowdfunder.co.uk/bacup-cc-accessible-access-outdoor-space,Bacup CC Accessible Access & Outdoor Space,To improve the accessibility to the club and to provide a covered dry outside space so everyone feels welcome.,"Bacup, Lancashire, United Kingdom","['Community', 'Sports']",4,15,109,41,25000,1.1,null,funding
957,https://www.crowdfunder.co.uk/accessible-ev-chargepoints-development,Accessible EV Chargepoints for Vulnerable Drivers,"To develop an EV charging unit that delivers a 'universal' benefit to the public, considering the elderly & drivers with special needs","Portsmouth, United Kingdom","['Technology', 'Environment']",3,131,258,8,25000,0.83,null,funding
958,https://www.crowdfunder.co.uk/lcc-fix-our-nets,Liverpool Cricket Club - FIX OUR NETS!,We want to fix the outdoor nets at Liverpool Cricket Club so that everyone in our community can learn to play cricket safely!,null,"['Community', 'Sports']",5,45,221,24,30000,1.03,null,funding
959,https://www.crowdfunder.co.uk/saveyourrights,,,"London, Greater London, United Kingdom","['Politics', 'Charities']",1,189,765,0,22000,1.14,null,
960,https://www.crowdfunder.co.uk/himmah-ramadan-poverty-appeal,Himmah Ramadan Poverty Appeal,The Prophet Muhammad (peace be upon him) said: He is not a believer whose stomach is filled while his neighbour goes hungry,"Nottingham, England, United Kingdom","['Food and Drink', 'Charities']",0,24,73,3,75000,0.27,null,funding
961,https://www.crowdfunder.co.uk/carers-support-network,Carers Support Network,To help develop Carers Support Groups in  Cultural diverse communities across Birmingham get the much needed support with mental health.,"Birmingham, England, United Kingdom","['Community', 'Charities']",0,1,2,0,30000,1.0,null,funding
962,https://www.crowdfunder.co.uk/stockton-swim-scheme-cost-of-living-help,Stockton Swim Scheme Cost Of Living Help,To support the scheme and its members to ensure the cost of living crisis doesn't effect children's ability to access the sport they love!,"Stockton-on-Tees, United Kingdom","['Community', 'Sports']",2,106,134,19,20093,null,42,funding
963,https://www.crowdfunder.co.uk/hillingdon-samaritans-anniversary-fund,Samaritans of Hillingdon Anniversary Fund,To raise the funds needed to maintain our core services and invest in our premises to ensure these are fit for purpose for the future,"Uxbridge, England, United Kingdom",['Charities'],0,0,1,0,35000,0.57,null,funding
964,https://www.crowdfunder.co.uk/air-partner-gatwick-to-paris,Air Partner Gatwick to Paris Charity Bike Ride,"On the 8th of June, a team of 60 riders will set off from Air Partner in Gatwick and cycle to Paris in aid of 3 amazing cancer charities.",null,['Charities'],0,12,298,0,100000,0.18,null,funding
965,https://www.crowdfunder.co.uk/penistone-cricket-club-new-pavilion,Penistone Cricket Club New Pavilion,Penistone CC urgently require a new pavilion as the current one is in disrepair and is no longer fit for purpose.,"Sheffield, South Yorkshire, United Kingdom","['Community', 'Sports']",5,47,135,13,null,null,null,funding
966,https://www.crowdfunder.co.uk/brooklandstenniscrowdfunding,Brooklands Tennis Court Improvements and Shelter,We are raising funds to make 4 of our courts safe to play on again and for a new shelter near the courts,"Sale, Greater Manchester, United Kingdom","['Community', 'Sports']",4,45,203,53,18500,1.06,null,funding
967,https://www.crowdfunder.co.uk/unicef-aus,Help UNICEF Australia deliver 2 billion vaccines,"With vaccines rolling out across Australia, we're on our way to being protected against COVID-19. We can't stop there. Now the rest of the",null,['Charities'],0,1304,5954,0,null,null,null,success
968,https://www.crowdfunder.co.uk/glenwyvis-distillery,GlenWyvis Distillery,"The Worlds first Community owned Scotch Malt Whisky Distillery, 100% powered by Renewable Energy.
Built on history...powered by nature...",Dingwall,"['Community', 'Community shares']",22,87,2456,11,2544210,null,77,success
969,https://www.crowdfunder.co.uk/own-our-venues,Own Our Venues,An exciting opportunity for the live music community to own & protect UK Music Venues. Total includes £650k of loans approved in principle.,United Kingdom,"['Music', 'Community']",9,411,1223,9,2343703,null,330,success
970,https://www.crowdfunder.co.uk/masks4nhsheroes,Personal Protective Equipment (PPE) for NHS Staff,Donate now to provide Personal Protective Equipment (PPE) to protect healthcare workers,null,['Charities'],13,15137,36849,0,null,null,null,success
971,https://www.crowdfunder.co.uk/the-glenwyvis-open-share-offer,The GlenWyvis Open Share Offer,Your chance to part-own a Scottish Whisky Distillery!,"Dingwall, Scotland, United Kingdom",['Community shares'],30,131,1493,5,1108780,null,637,success
972,https://www.crowdfunder.co.uk/win-glastonbury-tickets-support-turkey-syria-oxfam,Win Glastonbury Tickets and Support Turkey-Syria,Glastonbury Festival is raising money for the DEC Turkey-Syria Earthquake Appeal with Oxfam.,"Oxford, Oxfordshire, United Kingdom","['Creative & Arts', 'Leisure']",5,6614,46392,5,1044190,null,21,success
973,https://www.crowdfunder.co.uk/smallwind,Small Wind Co-op,"Co-own turbines in Wales & Scotland, & use the energy yourself at home. Get interest at 4.5-6.5% & support small farms & ...",Shrewsbury,['Community shares'],7,10,298,5,881705,null,70,success
974,https://www.crowdfunder.co.uk/new-internationalist-2017,New Internationalist: Buy into a better story,New Internationalist is running a community share offer. We invite you to become a media pioneer & buy into journalism with facts and...,"Oxford, England, United Kingdom",['Community shares'],8,54,3409,14,703714,null,36,success
975,https://www.crowdfunder.co.uk/raasay-community-hydro,Raasay Community Hydro,"RCR is looking to raise £600,000 through community shares to develop two hydro schemes on the Isle of Raasay.","Isle Of Raasay, Scotland, United Kingdom","['Community', 'Environment']",3,95,314,8,549600,null,46,success
976,https://www.crowdfunder.co.uk/jubileepool,Dive in and heat up Jubilee Pool!,"We're making Britain's coolest pool hotter thanks to geothermal heat from under our feet. We need to raise £850,000 to make it happen!","Penzance, England, United Kingdom",['Community shares'],5,481,1380,8,528680,null,153,success
977,https://www.crowdfunder.co.uk/ace,Aberdeen Community Energy - Donside Hydro,"ACE are developing Scotland's first urban community hydro, a 100kW Archimedes screw on the banks of the River Don in Tillydrone, Aberdeen.","Aberdeen, Scotland, United Kingdom","['Community', 'Community shares']",2,0,195,8,500000,null,28,success
978,https://www.crowdfunder.co.uk/peoplesenergy,The People's Energy Company,The People's Energy Company will supply Gas and Electricity with 75% of the profits returned to customers.,Scotland,['Business'],8,85,2059,7,487815,null,199,success
979,https://www.crowdfunder.co.uk/by-donkeys-1,Let's paste these tweets* all over Britain,This Brexit chaos is founded on the forgotten lies of our leaders. Let’s remind the country of them with giant billboards and more,United Kingdom,"['Politics', 'Charities']",16,7196,15032,0,458047,null,162,success
980,https://www.crowdfunder.co.uk/ballvjohnson,Ball V's Johnson,A crowdfunded private prosecution against Boris Johnson MP for the alleged offence of misconduct in public office. Marcus Ball V Johnson.,"London, England, United Kingdom",['Politics'],43,6793,11421,0,456088,null,393,success
981,https://www.crowdfunder.co.uk/southwoldhospital,Southwold Old Hospital Fund Community Share Offer,"This is a unique, game-changing project.  We're using community shares to create a new community life in an old community hospital.","Southwold, England, United Kingdom","['Community', 'Community shares']",2,105,446,8,397825,null,38,success
982,https://www.crowdfunder.co.uk/community-channel,Own Community Channel!,We need your help. Pledge now and help us turn Community Channel into the first people-owned national TV channel.,,"['Charities', 'Community shares']",17,14,302,13,391990,null,47,success
983,https://www.crowdfunder.co.uk/komediabath,KomediaBath,Save Bath from boring!  Become a co-owner of Komedia Bath and keep this important mid-scale venue running for many more years to come.,"Bath, England, United Kingdom",['Community shares'],11,21,304,8,379200,null,68,success
984,https://www.crowdfunder.co.uk/new-internationalist,New Internationalist: Save our stories,New Internationalist invites you to buy into journalism for a better world. Become one of our co-owners or top up your shares at this page.,"Oxford, England, United Kingdom",['Publishing'],8,547,1839,15,354750,null,49,success
985,https://www.crowdfunder.co.uk/wheelsforheroes,The Race - Wheels For Heroes,We’re very fortunate to have been to have been given the opportunity to continue the funding for Wheels For Heroes. Read below for more info,"London, England, United Kingdom","['Business', 'Community']",4,1216,2394,0,344785,null,78,success
986,https://www.crowdfunder.co.uk/save-the-new-inn-norton-lindsey,"Save The New Inn, Norton Lindsey","Save The New Inn, Norton Lindsey and help make it Warwickshire's first community owned pub.   This is a once in a life-time opportunity!","Norton Lindsey, England, United Kingdom","['Community', 'Community shares']",1,0,25,13,342000,null,35,success
